,Name,Start,Years Active,Year,Current_Citations,Age,Last_citations,Last2_citations,Last3_citations,Last4_citations,Last5_citations
50729,Isaac Held (QR3vl5IAAAAJ),1990,26,2000,292,10,245.0,212.0,222.0,139.0,120.0
50730,Isaac Held (QR3vl5IAAAAJ),1990,26,2001,269,11,292.0,245.0,212.0,222.0,139.0
50731,Isaac Held (QR3vl5IAAAAJ),1990,26,2002,328,12,269.0,292.0,245.0,212.0,222.0
50732,Isaac Held (QR3vl5IAAAAJ),1990,26,2003,310,13,328.0,269.0,292.0,245.0,212.0
50733,Isaac Held (QR3vl5IAAAAJ),1990,26,2004,359,14,310.0,328.0,269.0,292.0,245.0
50734,Isaac Held (QR3vl5IAAAAJ),1990,26,2005,408,15,359.0,310.0,328.0,269.0,292.0
50735,Isaac Held (QR3vl5IAAAAJ),1990,26,2006,648,16,408.0,359.0,310.0,328.0,269.0
50736,Isaac Held (QR3vl5IAAAAJ),1990,26,2007,999,17,648.0,408.0,359.0,310.0,328.0
50737,Isaac Held (QR3vl5IAAAAJ),1990,26,2008,1363,18,999.0,648.0,408.0,359.0,310.0
50738,Isaac Held (QR3vl5IAAAAJ),1990,26,2009,1643,19,1363.0,999.0,648.0,408.0,359.0
50739,Isaac Held (QR3vl5IAAAAJ),1990,26,2010,2074,20,1643.0,1363.0,999.0,648.0,408.0
50740,Isaac Held (QR3vl5IAAAAJ),1990,26,2011,2419,21,2074.0,1643.0,1363.0,999.0,648.0
50741,Isaac Held (QR3vl5IAAAAJ),1990,26,2012,2678,22,2419.0,2074.0,1643.0,1363.0,999.0
50742,Isaac Held (QR3vl5IAAAAJ),1990,26,2013,3195,23,2678.0,2419.0,2074.0,1643.0,1363.0
50743,Isaac Held (QR3vl5IAAAAJ),1990,26,2014,3089,24,3195.0,2678.0,2419.0,2074.0,1643.0
50744,Isaac Held (QR3vl5IAAAAJ),1990,26,2015,2954,25,3089.0,3195.0,2678.0,2419.0,2074.0
50745,Isaac Held (QR3vl5IAAAAJ),1990,26,2016,2688,26,2954.0,3089.0,3195.0,2678.0,2419.0
50746,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1982,57,0,,,,,
50747,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1983,42,1,57.0,,,,
50748,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1984,50,2,42.0,57.0,,,
50749,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1985,83,3,50.0,42.0,57.0,,
50750,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1986,76,4,83.0,50.0,42.0,57.0,
50751,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1987,63,5,76.0,83.0,50.0,42.0,57.0
50752,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1988,122,6,63.0,76.0,83.0,50.0,42.0
50753,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1989,111,7,122.0,63.0,76.0,83.0,50.0
50754,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1990,114,8,111.0,122.0,63.0,76.0,83.0
50755,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1991,146,9,114.0,111.0,122.0,63.0,76.0
50756,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1992,218,10,146.0,114.0,111.0,122.0,63.0
50757,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1993,220,11,218.0,146.0,114.0,111.0,122.0
50758,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1994,287,12,220.0,218.0,146.0,114.0,111.0
50759,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1995,316,13,287.0,220.0,218.0,146.0,114.0
50760,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1996,294,14,316.0,287.0,220.0,218.0,146.0
50761,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1997,297,15,294.0,316.0,287.0,220.0,218.0
50762,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1998,255,16,297.0,294.0,316.0,287.0,220.0
50763,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,1999,352,17,255.0,297.0,294.0,316.0,287.0
50764,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2000,346,18,352.0,255.0,297.0,294.0,316.0
50765,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2001,335,19,346.0,352.0,255.0,297.0,294.0
50766,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2002,376,20,335.0,346.0,352.0,255.0,297.0
50767,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2003,477,21,376.0,335.0,346.0,352.0,255.0
50768,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2004,442,22,477.0,376.0,335.0,346.0,352.0
50769,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2005,559,23,442.0,477.0,376.0,335.0,346.0
50770,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2006,555,24,559.0,442.0,477.0,376.0,335.0
50771,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2007,504,25,555.0,559.0,442.0,477.0,376.0
50772,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2008,463,26,504.0,555.0,559.0,442.0,477.0
50773,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2009,515,27,463.0,504.0,555.0,559.0,442.0
50774,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2010,522,28,515.0,463.0,504.0,555.0,559.0
50775,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2011,514,29,522.0,515.0,463.0,504.0,555.0
50776,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2012,568,30,514.0,522.0,515.0,463.0,504.0
50777,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2013,594,31,568.0,514.0,522.0,515.0,463.0
50778,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2014,598,32,594.0,568.0,514.0,522.0,515.0
50779,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2015,548,33,598.0,594.0,568.0,514.0,522.0
50780,Peter J. Ramadge (BOMboVoAAAAJ),1982,34,2016,358,34,548.0,598.0,594.0,568.0,514.0
50781,Drew R. Gentner (-m3tCYMAAAAJ),2009,7,2009,4,0,,,,,
50782,Drew R. Gentner (-m3tCYMAAAAJ),2009,7,2010,15,1,4.0,,,,
50783,Drew R. Gentner (-m3tCYMAAAAJ),2009,7,2011,19,2,15.0,4.0,,,
50784,Drew R. Gentner (-m3tCYMAAAAJ),2009,7,2012,56,3,19.0,15.0,4.0,,
50785,Drew R. Gentner (-m3tCYMAAAAJ),2009,7,2013,131,4,56.0,19.0,15.0,4.0,
50786,Drew R. Gentner (-m3tCYMAAAAJ),2009,7,2014,203,5,131.0,56.0,19.0,15.0,4.0
50787,Drew R. Gentner (-m3tCYMAAAAJ),2009,7,2015,260,6,203.0,131.0,56.0,19.0,15.0
50788,Drew R. Gentner (-m3tCYMAAAAJ),2009,7,2016,190,7,260.0,203.0,131.0,56.0,19.0
50789,Saif Eddin Jabari (S0RhavQAAAAJ),2008,8,2008,2,0,,,,,
50790,Saif Eddin Jabari (S0RhavQAAAAJ),2008,8,2010,2,2,,2.0,,,
50791,Saif Eddin Jabari (S0RhavQAAAAJ),2008,8,2011,4,3,2.0,,2.0,,
50792,Saif Eddin Jabari (S0RhavQAAAAJ),2008,8,2012,6,4,4.0,2.0,,2.0,
50793,Saif Eddin Jabari (S0RhavQAAAAJ),2008,8,2013,12,5,6.0,4.0,2.0,,2.0
50794,Saif Eddin Jabari (S0RhavQAAAAJ),2008,8,2014,22,6,12.0,6.0,4.0,2.0,
50795,Saif Eddin Jabari (S0RhavQAAAAJ),2008,8,2015,31,7,22.0,12.0,6.0,4.0,2.0
50796,Saif Eddin Jabari (S0RhavQAAAAJ),2008,8,2016,15,8,31.0,22.0,12.0,6.0,4.0
50797,Diana Dragomir (1J5hgBoAAAAJ),2013,2,2013,3,0,,,,,
50798,Diana Dragomir (1J5hgBoAAAAJ),2013,2,2015,2,2,,3.0,,,
50799,Daniel E. Horton (-3yqfx0AAAAJ),2008,8,2008,2,0,,,,,
50800,Daniel E. Horton (-3yqfx0AAAAJ),2008,8,2009,4,1,2.0,,,,
50801,Daniel E. Horton (-3yqfx0AAAAJ),2008,8,2010,12,2,4.0,2.0,,,
50802,Daniel E. Horton (-3yqfx0AAAAJ),2008,8,2011,18,3,12.0,4.0,2.0,,
50803,Daniel E. Horton (-3yqfx0AAAAJ),2008,8,2012,18,4,18.0,12.0,4.0,2.0,
50804,Daniel E. Horton (-3yqfx0AAAAJ),2008,8,2013,21,5,18.0,18.0,12.0,4.0,2.0
50805,Daniel E. Horton (-3yqfx0AAAAJ),2008,8,2014,40,6,21.0,18.0,18.0,12.0,4.0
50806,Daniel E. Horton (-3yqfx0AAAAJ),2008,8,2015,57,7,40.0,21.0,18.0,18.0,12.0
50807,Daniel E. Horton (-3yqfx0AAAAJ),2008,8,2016,97,8,57.0,40.0,21.0,18.0,18.0
50808,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,1986,92,0,,,,,
50809,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,1987,64,1,92.0,,,,
50810,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,1988,93,2,64.0,92.0,,,
50811,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,1989,102,3,93.0,64.0,92.0,,
50812,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,1990,186,4,102.0,93.0,64.0,92.0,
50813,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,1991,282,5,186.0,102.0,93.0,64.0,92.0
50814,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,1992,181,6,282.0,186.0,102.0,93.0,64.0
50815,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,1993,227,7,181.0,282.0,186.0,102.0,93.0
50816,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,1994,190,8,227.0,181.0,282.0,186.0,102.0
50817,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,1995,306,9,190.0,227.0,181.0,282.0,186.0
50818,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,1996,252,10,306.0,190.0,227.0,181.0,282.0
50819,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,1997,240,11,252.0,306.0,190.0,227.0,181.0
50820,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,1998,366,12,240.0,252.0,306.0,190.0,227.0
50821,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,1999,377,13,366.0,240.0,252.0,306.0,190.0
50822,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2000,357,14,377.0,366.0,240.0,252.0,306.0
50823,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2001,458,15,357.0,377.0,366.0,240.0,252.0
50824,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2002,568,16,458.0,357.0,377.0,366.0,240.0
50825,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2003,635,17,568.0,458.0,357.0,377.0,366.0
50826,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2004,767,18,635.0,568.0,458.0,357.0,377.0
50827,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2005,977,19,767.0,635.0,568.0,458.0,357.0
50828,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2006,1181,20,977.0,767.0,635.0,568.0,458.0
50829,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2007,1283,21,1181.0,977.0,767.0,635.0,568.0
50830,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2008,1386,22,1283.0,1181.0,977.0,767.0,635.0
50831,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2009,1612,23,1386.0,1283.0,1181.0,977.0,767.0
50832,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2010,1582,24,1612.0,1386.0,1283.0,1181.0,977.0
50833,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2011,1927,25,1582.0,1612.0,1386.0,1283.0,1181.0
50834,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2012,1778,26,1927.0,1582.0,1612.0,1386.0,1283.0
50835,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2013,2120,27,1778.0,1927.0,1582.0,1612.0,1386.0
50836,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2014,2066,28,2120.0,1778.0,1927.0,1582.0,1612.0
50837,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2015,2295,29,2066.0,2120.0,1778.0,1927.0,1582.0
50838,Salvatore  Torquato (D6h2cTYAAAAJ),1986,30,2016,2895,30,2295.0,2066.0,2120.0,1778.0,1927.0
50839,Han Hong (7vNt_0gAAAAJ),2002,14,2002,11,0,,,,,
50840,Han Hong (7vNt_0gAAAAJ),2002,14,2003,33,1,11.0,,,,
50841,Han Hong (7vNt_0gAAAAJ),2002,14,2004,53,2,33.0,11.0,,,
50842,Han Hong (7vNt_0gAAAAJ),2002,14,2005,86,3,53.0,33.0,11.0,,
50843,Han Hong (7vNt_0gAAAAJ),2002,14,2006,116,4,86.0,53.0,33.0,11.0,
50844,Han Hong (7vNt_0gAAAAJ),2002,14,2007,185,5,116.0,86.0,53.0,33.0,11.0
50845,Han Hong (7vNt_0gAAAAJ),2002,14,2008,248,6,185.0,116.0,86.0,53.0,33.0
50846,Han Hong (7vNt_0gAAAAJ),2002,14,2009,289,7,248.0,185.0,116.0,86.0,53.0
50847,Han Hong (7vNt_0gAAAAJ),2002,14,2010,341,8,289.0,248.0,185.0,116.0,86.0
50848,Han Hong (7vNt_0gAAAAJ),2002,14,2011,323,9,341.0,289.0,248.0,185.0,116.0
50849,Han Hong (7vNt_0gAAAAJ),2002,14,2012,384,10,323.0,341.0,289.0,248.0,185.0
50850,Han Hong (7vNt_0gAAAAJ),2002,14,2013,401,11,384.0,323.0,341.0,289.0,248.0
50851,Han Hong (7vNt_0gAAAAJ),2002,14,2014,459,12,401.0,384.0,323.0,341.0,289.0
50852,Han Hong (7vNt_0gAAAAJ),2002,14,2015,504,13,459.0,401.0,384.0,323.0,341.0
50853,Han Hong (7vNt_0gAAAAJ),2002,14,2016,290,14,504.0,459.0,401.0,384.0,323.0
50854,Jesse Schreger (yfaO7MwAAAAJ),2012,4,2012,2,0,,,,,
50855,Jesse Schreger (yfaO7MwAAAAJ),2012,4,2013,15,1,2.0,,,,
50856,Jesse Schreger (yfaO7MwAAAAJ),2012,4,2014,28,2,15.0,2.0,,,
50857,Jesse Schreger (yfaO7MwAAAAJ),2012,4,2015,38,3,28.0,15.0,2.0,,
50858,Jesse Schreger (yfaO7MwAAAAJ),2012,4,2016,33,4,38.0,28.0,15.0,2.0,
50859,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1981,24,0,,,,,
50860,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1982,40,1,24.0,,,,
50861,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1983,41,2,40.0,24.0,,,
50862,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1984,38,3,41.0,40.0,24.0,,
50863,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1985,80,4,38.0,41.0,40.0,24.0,
50864,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1986,58,5,80.0,38.0,41.0,40.0,24.0
50865,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1987,89,6,58.0,80.0,38.0,41.0,40.0
50866,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1988,92,7,89.0,58.0,80.0,38.0,41.0
50867,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1989,109,8,92.0,89.0,58.0,80.0,38.0
50868,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1990,114,9,109.0,92.0,89.0,58.0,80.0
50869,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1991,115,10,114.0,109.0,92.0,89.0,58.0
50870,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1992,74,11,115.0,114.0,109.0,92.0,89.0
50871,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1993,79,12,74.0,115.0,114.0,109.0,92.0
50872,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1994,109,13,79.0,74.0,115.0,114.0,109.0
50873,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1995,133,14,109.0,79.0,74.0,115.0,114.0
50874,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1996,150,15,133.0,109.0,79.0,74.0,115.0
50875,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1997,139,16,150.0,133.0,109.0,79.0,74.0
50876,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1998,162,17,139.0,150.0,133.0,109.0,79.0
50877,Bruce Bursten (aSDT1M8AAAAJ),1981,35,1999,159,18,162.0,139.0,150.0,133.0,109.0
50878,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2000,143,19,159.0,162.0,139.0,150.0,133.0
50879,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2001,173,20,143.0,159.0,162.0,139.0,150.0
50880,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2002,180,21,173.0,143.0,159.0,162.0,139.0
50881,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2003,248,22,180.0,173.0,143.0,159.0,162.0
50882,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2004,268,23,248.0,180.0,173.0,143.0,159.0
50883,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2005,366,24,268.0,248.0,180.0,173.0,143.0
50884,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2006,362,25,366.0,268.0,248.0,180.0,173.0
50885,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2007,365,26,362.0,366.0,268.0,248.0,180.0
50886,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2008,401,27,365.0,362.0,366.0,268.0,248.0
50887,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2009,414,28,401.0,365.0,362.0,366.0,268.0
50888,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2010,404,29,414.0,401.0,365.0,362.0,366.0
50889,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2011,419,30,404.0,414.0,401.0,365.0,362.0
50890,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2012,445,31,419.0,404.0,414.0,401.0,365.0
50891,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2013,446,32,445.0,419.0,404.0,414.0,401.0
50892,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2014,401,33,446.0,445.0,419.0,404.0,414.0
50893,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2015,384,34,401.0,446.0,445.0,419.0,404.0
50894,Bruce Bursten (aSDT1M8AAAAJ),1981,35,2016,402,35,384.0,401.0,446.0,445.0,419.0
50895,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2000,33,0,,,,,
50896,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2001,67,1,33.0,,,,
50897,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2002,68,2,67.0,33.0,,,
50898,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2003,77,3,68.0,67.0,33.0,,
50899,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2004,135,4,77.0,68.0,67.0,33.0,
50900,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2005,160,5,135.0,77.0,68.0,67.0,33.0
50901,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2006,243,6,160.0,135.0,77.0,68.0,67.0
50902,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2007,299,7,243.0,160.0,135.0,77.0,68.0
50903,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2008,339,8,299.0,243.0,160.0,135.0,77.0
50904,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2009,439,9,339.0,299.0,243.0,160.0,135.0
50905,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2010,479,10,439.0,339.0,299.0,243.0,160.0
50906,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2011,542,11,479.0,439.0,339.0,299.0,243.0
50907,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2012,579,12,542.0,479.0,439.0,339.0,299.0
50908,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2013,669,13,579.0,542.0,479.0,439.0,339.0
50909,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2014,736,14,669.0,579.0,542.0,479.0,439.0
50910,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2015,724,15,736.0,669.0,579.0,542.0,479.0
50911,Thomas S. Dee (BDqIRPkAAAAJ),2000,16,2016,592,16,724.0,736.0,669.0,579.0,542.0
50912,Stephen A. Edwards (3aw_314AAAAJ),1989,27,1989,14,0,,,,,
50913,Stephen A. Edwards (3aw_314AAAAJ),1989,27,1990,18,1,14.0,,,,
50914,Stephen A. Edwards (3aw_314AAAAJ),1989,27,1991,7,2,18.0,14.0,,,
50915,Stephen A. Edwards (3aw_314AAAAJ),1989,27,1992,17,3,7.0,18.0,14.0,,
50916,Stephen A. Edwards (3aw_314AAAAJ),1989,27,1993,10,4,17.0,7.0,18.0,14.0,
50917,Stephen A. Edwards (3aw_314AAAAJ),1989,27,1994,13,5,10.0,17.0,7.0,18.0,14.0
50918,Stephen A. Edwards (3aw_314AAAAJ),1989,27,1995,16,6,13.0,10.0,17.0,7.0,18.0
50919,Stephen A. Edwards (3aw_314AAAAJ),1989,27,1996,29,7,16.0,13.0,10.0,17.0,7.0
50920,Stephen A. Edwards (3aw_314AAAAJ),1989,27,1997,56,8,29.0,16.0,13.0,10.0,17.0
50921,Stephen A. Edwards (3aw_314AAAAJ),1989,27,1998,80,9,56.0,29.0,16.0,13.0,10.0
50922,Stephen A. Edwards (3aw_314AAAAJ),1989,27,1999,96,10,80.0,56.0,29.0,16.0,13.0
50923,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2000,112,11,96.0,80.0,56.0,29.0,16.0
50924,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2001,96,12,112.0,96.0,80.0,56.0,29.0
50925,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2002,141,13,96.0,112.0,96.0,80.0,56.0
50926,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2003,182,14,141.0,96.0,112.0,96.0,80.0
50927,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2004,199,15,182.0,141.0,96.0,112.0,96.0
50928,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2005,257,16,199.0,182.0,141.0,96.0,112.0
50929,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2006,314,17,257.0,199.0,182.0,141.0,96.0
50930,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2007,365,18,314.0,257.0,199.0,182.0,141.0
50931,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2008,348,19,365.0,314.0,257.0,199.0,182.0
50932,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2009,437,20,348.0,365.0,314.0,257.0,199.0
50933,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2010,447,21,437.0,348.0,365.0,314.0,257.0
50934,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2011,354,22,447.0,437.0,348.0,365.0,314.0
50935,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2012,353,23,354.0,447.0,437.0,348.0,365.0
50936,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2013,395,24,353.0,354.0,447.0,437.0,348.0
50937,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2014,359,25,395.0,353.0,354.0,447.0,437.0
50938,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2015,269,26,359.0,395.0,353.0,354.0,447.0
50939,Stephen A. Edwards (3aw_314AAAAJ),1989,27,2016,228,27,269.0,359.0,395.0,353.0,354.0
50940,Robert J Wood (FTYtHb4AAAAJ),2003,13,2003,46,0,,,,,
50941,Robert J Wood (FTYtHb4AAAAJ),2003,13,2004,24,1,46.0,,,,
50942,Robert J Wood (FTYtHb4AAAAJ),2003,13,2005,74,2,24.0,46.0,,,
50943,Robert J Wood (FTYtHb4AAAAJ),2003,13,2006,90,3,74.0,24.0,46.0,,
50944,Robert J Wood (FTYtHb4AAAAJ),2003,13,2007,112,4,90.0,74.0,24.0,46.0,
50945,Robert J Wood (FTYtHb4AAAAJ),2003,13,2008,120,5,112.0,90.0,74.0,24.0,46.0
50946,Robert J Wood (FTYtHb4AAAAJ),2003,13,2009,254,6,120.0,112.0,90.0,74.0,24.0
50947,Robert J Wood (FTYtHb4AAAAJ),2003,13,2010,272,7,254.0,120.0,112.0,90.0,74.0
50948,Robert J Wood (FTYtHb4AAAAJ),2003,13,2011,400,8,272.0,254.0,120.0,112.0,90.0
50949,Robert J Wood (FTYtHb4AAAAJ),2003,13,2012,653,9,400.0,272.0,254.0,120.0,112.0
50950,Robert J Wood (FTYtHb4AAAAJ),2003,13,2013,813,10,653.0,400.0,272.0,254.0,120.0
50951,Robert J Wood (FTYtHb4AAAAJ),2003,13,2014,1219,11,813.0,653.0,400.0,272.0,254.0
50952,Robert J Wood (FTYtHb4AAAAJ),2003,13,2015,1606,12,1219.0,813.0,653.0,400.0,272.0
50953,Robert J Wood (FTYtHb4AAAAJ),2003,13,2016,1691,13,1606.0,1219.0,813.0,653.0,400.0
50954,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1979,39,0,,,,,
50955,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1980,67,1,39.0,,,,
50956,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1981,93,2,67.0,39.0,,,
50957,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1982,136,3,93.0,67.0,39.0,,
50958,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1983,222,4,136.0,93.0,67.0,39.0,
50959,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1984,222,5,222.0,136.0,93.0,67.0,39.0
50960,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1985,210,6,222.0,222.0,136.0,93.0,67.0
50961,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1986,246,7,210.0,222.0,222.0,136.0,93.0
50962,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1987,177,8,246.0,210.0,222.0,222.0,136.0
50963,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1988,253,9,177.0,246.0,210.0,222.0,222.0
50964,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1989,248,10,253.0,177.0,246.0,210.0,222.0
50965,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1990,146,11,248.0,253.0,177.0,246.0,210.0
50966,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1991,139,12,146.0,248.0,253.0,177.0,246.0
50967,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1992,175,13,139.0,146.0,248.0,253.0,177.0
50968,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1993,153,14,175.0,139.0,146.0,248.0,253.0
50969,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1994,149,15,153.0,175.0,139.0,146.0,248.0
50970,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1995,167,16,149.0,153.0,175.0,139.0,146.0
50971,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1996,128,17,167.0,149.0,153.0,175.0,139.0
50972,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1997,143,18,128.0,167.0,149.0,153.0,175.0
50973,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1998,154,19,143.0,128.0,167.0,149.0,153.0
50974,Richard M Osgood Jr (PtjsiWsAAAAJ),1979,37,1999,161,20,154.0,143.0,128.0,167.0,149.0
